user_id,join_date,gopay_tier,internal_credit_score,paylater_limit
GP-029589,2022-04-08,Plus,,500000
GP-029590,2021-10-18,Basic,474.0,0
GP-029591,2022-07-23,Plus,697.0,500000
GP-029592,2021-08-17,Basic,390.0,0
GP-029593,2021-12-02,Plus,487.0,1500000
GP-029594,2023-06-19,Basic,,0
GP-029595,2021-09-01,Basic,489.0,0
GP-029596,2022-01-29,Plus,613.0,1500000
GP-029597,2023-09-01,Plus,588.0,1500000
GP-029598,2022-09-19,Plus,678.0,3000000
GP-029599,2021-06-22,Plus,797.0,500000
GP-029600,2022-12-09,Basic,421.0,0
GP-029601,2022-07-21,Plus,608.0,3000000
GP-029602,2023-02-15,Plus,772.0,1500000
GP-029603,2021-01-14,Plus,649.0,1500000
GP-029604,2021-07-11,Basic,,0
GP-029605,2021-05-31,Basic,424.0,0
GP-029606,2021-01-21,Plus,491.0,3000000
GP-029607,2021-05-23,Basic,354.0,0
GP-029608,2021-07-23,Plus,684.0,500000
GP-029609,2023-01-04,Plus,760.0,500000
GP-029610,2022-03-16,Plus,756.0,500000
GP-029611,2021-01-23,Basic,452.0,0
GP-029612,2023-05-12,Plus,829.0,1500000
GP-029613,2022-08-16,Plus,810.0,500000
GP-029614,2021-08-13,Plus,,500000
GP-029615,2022-12-06,Plus,557.0,500000
GP-029616,2022-08-01,Plus,489.0,3000000
GP-029617,2023-08-01,Basic,358.0,0
GP-029618,2023-09-27,Plus,662.0,1500000
GP-029619,2023-05-27,Plus,722.0,500000
GP-029620,2021-05-03,Plus,454.0,3000000
GP-029621,2021-01-14,Plus,501.0,3000000
GP-029622,2022-12-16,Plus,845.0,500000
GP-029623,2022-05-27,Plus,756.0,1500000
GP-029624,2021-03-30,Plus,649.0,500000
GP-029625,2022-06-10,Plus,641.0,1500000
GP-029626,2023-06-16,Plus,566.0,500000
GP-029627,2023-08-12,Basic,366.0,0
GP-029628,2023-04-19,Basic,446.0,0
GP-029629,2023-06-26,Basic,351.0,0
GP-029630,2023-04-24,Plus,,5000000
GP-029631,2022-11-12,Basic,,0
GP-029632,2021-09-19,Plus,753.0,500000
GP-029633,2021-03-23,Plus,465.0,500000
GP-029634,2023-06-05,Basic,363.0,0
GP-029635,2023-06-11,Plus,530.0,500000
GP-029636,2023-09-03,Plus,417.0,500000
GP-029637,2023-02-04,Plus,481.0,1500000
GP-029638,2021-06-18,Plus,703.0,1500000
GP-029639,2021-07-30,Basic,405.0,0
GP-029640,2021-01-14,Basic,472.0,0
GP-029641,2022-12-06,Basic,331.0,0
GP-029642,2023-01-07,Basic,354.0,0
GP-029643,2021-11-27,Plus,547.0,500000
GP-029644,2021-10-23,Plus,623.0,1500000
GP-029645,2021-03-11,Basic,306.0,0
GP-029646,2022-01-06,Plus,451.0,3000000
GP-029647,2021-04-07,Plus,817.0,5000000
GP-029648,2021-10-12,Plus,787.0,3000000
GP-029649,2021-02-27,Basic,329.0,0
GP-029650,2022-05-10,Plus,581.0,5000000
GP-029651,2022-11-03,Plus,562.0,1500000
GP-029652,2022-05-22,Plus,,3000000
GP-029653,2023-06-19,Plus,477.0,500000
GP-029654,2023-03-29,Basic,436.0,0
GP-029655,2023-06-30,Plus,436.0,500000
GP-029656,2022-09-21,Plus,705.0,3000000
GP-029657,2022-01-19,Basic,,0
GP-029658,2022-01-16,Basic,415.0,0
GP-029659,2022-01-20,Plus,786.0,5000000
GP-029660,2023-07-22,Plus,511.0,500000
GP-029661,2023-01-15,Basic,384.0,0
GP-029662,2021-07-02,Basic,,0
GP-029663,2023-02-23,Plus,593.0,3000000
GP-029664,2023-07-23,Basic,485.0,0
GP-029665,2021-03-18,Plus,,500000
GP-029666,2022-08-01,Plus,,1500000
GP-029667,2021-07-16,Plus,678.0,3000000
GP-029668,2022-11-16,Plus,503.0,500000
GP-029669,2022-09-27,Plus,806.0,5000000
GP-029670,2022-11-06,Plus,,1500000
GP-029671,2021-04-13,Plus,689.0,1500000
GP-029672,2021-02-18,Basic,363.0,0
GP-029673,2023-02-26,Plus,,1500000
GP-029674,2022-04-28,Plus,493.0,500000
GP-029675,2021-05-31,Basic,478.0,0
GP-029676,2022-10-31,Plus,833.0,500000
GP-029677,2021-04-30,Basic,342.0,0
GP-029678,2021-04-27,Plus,624.0,500000
GP-029679,2023-03-21,Plus,529.0,1500000
GP-029680,2023-06-30,Plus,545.0,500000
GP-029681,2022-01-12,Basic,401.0,0
GP-029682,2021-05-26,Plus,436.0,500000
GP-029683,2022-09-20,Plus,656.0,3000000
GP-029684,2021-07-11,Plus,712.0,1500000
GP-029685,2021-10-01,Plus,561.0,3000000
GP-029686,2021-01-18,Basic,419.0,0
GP-029687,2021-11-18,Plus,474.0,500000
GP-029688,2021-08-11,Plus,676.0,3000000
GP-029689,2023-01-13,Plus,716.0,500000
GP-029690,2022-09-28,Basic,357.0,0
GP-029691,2022-09-20,Plus,759.0,500000
GP-029692,2022-01-18,Plus,593.0,1500000
GP-029693,2022-10-10,Basic,356.0,0
GP-029694,2022-06-29,Plus,506.0,3000000
GP-029695,2023-04-17,Basic,400.0,0
GP-029696,2022-05-01,Basic,350.0,0
GP-029697,2023-04-18,Basic,470.0,0
GP-029698,2022-07-31,Basic,,0
GP-029699,2021-05-16,Plus,677.0,500000
GP-029700,2022-06-15,Plus,817.0,5000000
GP-029701,2023-06-19,Basic,348.0,0
GP-029702,2022-03-08,Plus,544.0,3000000
GP-029703,2021-03-03,Basic,316.0,0
GP-029704,2022-09-03,Basic,348.0,0
GP-029705,2022-08-14,Basic,,0
GP-029706,2023-07-24,Plus,409.0,1500000
GP-029707,2023-05-12,Basic,461.0,0
GP-029708,2021-12-10,Basic,438.0,0
GP-029709,2023-09-15,Basic,449.0,0
GP-029710,2022-07-09,Plus,,500000
GP-029711,2021-03-31,Plus,513.0,5000000
GP-029712,2023-02-09,Basic,324.0,0
GP-029713,2022-11-01,Plus,719.0,1500000
GP-029714,2023-06-26,Plus,,500000
GP-029715,2022-12-13,Basic,341.0,0
GP-029716,2021-07-20,Basic,477.0,0
GP-029717,2021-06-16,Basic,450.0,0
GP-029718,2022-04-15,Basic,478.0,0
GP-029719,2022-02-24,Basic,406.0,0
GP-029720,2022-05-19,Plus,,500000
GP-029721,2022-07-15,Basic,468.0,0
GP-029722,2023-04-02,Plus,629.0,3000000
GP-029723,2022-08-31,Plus,412.0,5000000
GP-029724,2021-10-23,Plus,480.0,1500000
GP-029725,2021-05-27,Basic,363.0,0
GP-029726,2022-07-05,Plus,460.0,3000000
GP-029727,2023-07-01,Basic,487.0,0
GP-029728,2022-02-25,Basic,470.0,0
GP-029729,2023-08-23,Basic,,0
GP-029730,2022-08-15,Plus,484.0,1500000
GP-029731,2022-12-21,Basic,476.0,0
GP-029732,2021-01-31,Basic,450.0,0
GP-029733,2021-01-27,Plus,,3000000
GP-029734,2021-03-28,Basic,384.0,0
GP-029735,2023-03-17,Plus,468.0,500000
GP-029736,2023-04-19,Plus,676.0,1500000
GP-029737,2021-09-17,Basic,306.0,0
GP-029738,2022-03-25,Basic,,0
GP-029739,2022-05-17,Basic,385.0,0
GP-029740,2022-06-12,Plus,495.0,500000
GP-029741,2021-10-29,Plus,778.0,3000000
GP-029742,2023-02-27,Basic,484.0,0
GP-029743,2022-01-06,Plus,584.0,1500000
GP-029744,2021-10-03,Basic,,0
GP-029745,2022-09-23,Plus,,5000000
GP-029746,2021-08-13,Plus,467.0,500000
GP-029747,2022-10-30,Plus,520.0,3000000
GP-029748,2023-02-17,Plus,,3000000
GP-029749,2021-12-25,Plus,472.0,1500000
GP-029750,2021-01-27,Plus,,1500000
GP-029751,2021-07-21,Plus,,500000
GP-029752,2021-05-17,Plus,,500000
GP-029753,2022-01-30,Basic,362.0,0
GP-029754,2023-01-12,Plus,512.0,1500000
GP-029755,2023-04-12,Basic,421.0,0
GP-029756,2023-06-14,Basic,396.0,0
GP-029757,2022-09-30,Basic,300.0,0
GP-029758,2021-02-13,Basic,443.0,0
GP-029759,2022-07-28,Plus,,1500000
GP-029760,2021-04-20,Plus,642.0,5000000
GP-029761,2021-03-18,Plus,620.0,500000
GP-029762,2021-10-28,Plus,630.0,1500000
GP-029763,2021-08-31,Basic,404.0,0
GP-029764,2021-12-28,Basic,302.0,0
GP-029765,2023-04-09,Plus,772.0,500000
GP-029766,2023-04-03,Plus,531.0,5000000
GP-029767,2022-03-15,Plus,714.0,3000000
GP-029768,2021-08-20,Basic,400.0,0
GP-029769,2021-07-30,Plus,539.0,500000
GP-029770,2021-08-30,Plus,526.0,500000
GP-029771,2023-04-25,Basic,307.0,0
GP-029772,2022-01-04,Plus,486.0,1500000
GP-029773,2022-01-24,Plus,734.0,500000
GP-029774,2022-05-16,Basic,,0
GP-029775,2022-12-16,Plus,,1500000
GP-029776,2023-06-06,Plus,849.0,500000
GP-029777,2021-03-13,Basic,382.0,0
GP-029778,2022-10-25,Basic,391.0,0
GP-029779,2021-09-12,Plus,706.0,3000000
GP-029780,2021-09-09,Plus,810.0,500000
GP-029781,2023-03-15,Plus,710.0,3000000
GP-029782,2023-06-20,Plus,,500000
GP-029783,2021-07-01,Plus,518.0,3000000
GP-029784,2022-09-28,Basic,495.0,0
GP-029785,2021-08-21,Basic,424.0,0
GP-029786,2023-07-09,Plus,,500000
GP-029787,2022-03-28,Plus,690.0,500000
GP-029788,2022-06-01,Basic,327.0,0
GP-029789,2023-01-03,Basic,377.0,0
GP-029790,2021-04-05,Plus,618.0,500000
GP-029791,2022-10-18,Plus,,1500000
GP-029792,2022-08-18,Basic,,0
GP-029793,2023-03-22,Plus,547.0,500000
GP-029794,2021-10-29,Basic,330.0,0
GP-029795,2021-09-02,Plus,698.0,3000000
GP-029796,2023-09-13,Basic,384.0,0
GP-029797,2021-11-20,Plus,,1500000
GP-029798,2021-08-04,Basic,326.0,0
GP-029799,2021-12-13,Plus,708.0,1500000
GP-029800,2021-12-17,Plus,545.0,3000000
GP-029801,2021-12-18,Plus,748.0,500000
GP-029802,2023-08-04,Plus,788.0,3000000
GP-029803,2021-07-08,Plus,709.0,3000000
GP-029804,2022-04-13,Plus,,1500000
GP-029805,2021-05-11,Plus,443.0,1500000
GP-029806,2021-03-24,Plus,411.0,1500000
GP-029807,2022-06-26,Plus,637.0,1500000
GP-029808,2021-10-03,Basic,435.0,0
GP-029809,2022-04-30,Plus,669.0,500000
GP-029810,2023-05-22,Basic,410.0,0
GP-029811,2022-08-19,Basic,475.0,0
GP-029812,2022-10-17,Plus,705.0,3000000
GP-029813,2022-04-25,Basic,302.0,0
GP-029814,2021-01-27,Basic,,0
GP-029815,2021-11-13,Plus,744.0,5000000
GP-029816,2022-08-10,Plus,561.0,500000
GP-029817,2022-04-30,Plus,420.0,1500000
GP-029818,2022-11-15,Basic,305.0,0
GP-029819,2022-07-07,Plus,546.0,500000
GP-029820,2021-06-28,Plus,,500000
GP-029821,2022-06-30,Plus,812.0,500000
GP-029822,2022-09-28,Plus,715.0,500000
GP-029823,2021-05-15,Plus,666.0,1500000
GP-029824,2023-05-21,Plus,454.0,500000
GP-029825,2023-07-20,Plus,,500000
GP-029826,2023-09-09,Basic,487.0,0
GP-029827,2022-07-21,Plus,,1500000
GP-029828,2022-12-23,Plus,,5000000
GP-029829,2022-12-21,Basic,,0
GP-029830,2023-09-23,Plus,512.0,500000
GP-029831,2021-12-24,Basic,438.0,0
GP-029832,2022-04-10,Plus,,500000
GP-029833,2022-12-27,Plus,705.0,1500000
GP-029834,2021-12-23,Basic,467.0,0
GP-029835,2021-03-09,Plus,629.0,1500000
GP-029836,2021-07-29,Plus,542.0,3000000
GP-029837,2021-08-09,Plus,735.0,500000
GP-029838,2021-09-04,Plus,579.0,3000000
GP-029839,2022-01-19,Basic,323.0,0
GP-029840,2021-01-28,Plus,493.0,500000
GP-029841,2021-10-05,Plus,540.0,3000000
GP-029842,2023-03-31,Plus,546.0,1500000
GP-029843,2023-09-24,Plus,729.0,3000000
GP-029844,2023-09-15,Plus,695.0,3000000
GP-029845,2023-06-28,Basic,494.0,0
GP-029846,2023-02-12,Basic,,0
GP-029847,2023-05-04,Plus,,500000
GP-029848,2022-05-24,Basic,365.0,0
GP-029849,2022-01-03,Plus,,3000000
GP-029850,2021-07-19,Plus,792.0,500000
GP-029851,2022-11-01,Plus,555.0,3000000
GP-029852,2022-11-09,Plus,737.0,5000000
GP-029853,2022-05-13,Basic,485.0,0
GP-029854,2021-10-13,Plus,540.0,500000
GP-029855,2022-05-06,Plus,702.0,500000
GP-029856,2021-09-01,Plus,477.0,1500000
GP-029857,2021-09-30,Plus,400.0,3000000
GP-029858,2023-03-05,Basic,486.0,0
GP-029859,2021-01-17,Plus,509.0,500000
GP-029860,2022-05-17,Plus,569.0,500000
GP-029861,2022-02-22,Plus,765.0,500000
GP-029862,2022-03-02,Plus,801.0,1500000
GP-029863,2022-06-26,Plus,618.0,500000
GP-029864,2022-03-13,Plus,623.0,3000000
GP-029865,2022-11-27,Plus,822.0,3000000
GP-029866,2022-12-28,Basic,362.0,0
GP-029867,2023-06-21,Plus,,3000000
GP-029868,2021-05-16,Basic,488.0,0
GP-029869,2022-04-24,Basic,349.0,0
GP-029870,2023-03-20,Plus,468.0,500000
GP-029871,2023-03-14,Plus,,3000000
GP-029872,2021-12-29,Plus,457.0,500000
GP-029873,2022-06-16,Plus,422.0,500000
GP-029874,2022-12-15,Basic,322.0,0
GP-029875,2021-01-16,Plus,715.0,500000
GP-029876,2022-08-11,Plus,402.0,500000
GP-029877,2023-05-24,Basic,486.0,0
GP-029878,2023-02-17,Basic,,0
GP-029879,2021-12-02,Plus,777.0,500000
GP-029880,2021-07-05,Plus,780.0,1500000
GP-029881,2023-08-07,Plus,552.0,500000
GP-029882,2021-05-31,Plus,677.0,500000
GP-029883,2022-09-15,Plus,637.0,500000
GP-029884,2021-05-03,Plus,,500000
GP-029885,2021-11-13,Basic,337.0,0
GP-029886,2021-10-09,Plus,825.0,500000
GP-029887,2021-11-03,Plus,585.0,500000
GP-029888,2021-11-03,Plus,822.0,5000000
GP-029889,2022-12-24,Plus,570.0,500000
GP-029890,2021-01-11,Plus,768.0,500000
GP-029891,2022-03-21,Basic,385.0,0
GP-029892,2022-02-01,Plus,463.0,1500000
GP-029893,2021-12-30,Plus,,3000000
GP-029894,2021-05-12,Plus,692.0,500000
GP-029895,2021-04-22,Basic,425.0,0
GP-029896,2022-10-02,Plus,426.0,500000
GP-029897,2023-07-14,Plus,428.0,500000
GP-029898,2021-04-03,Basic,447.0,0
GP-029899,2021-07-19,Basic,356.0,0
GP-029900,2022-08-12,Basic,374.0,0
GP-029901,2021-08-14,Basic,423.0,0
GP-029902,2022-05-07,Basic,469.0,0
GP-029903,2023-08-17,Plus,801.0,3000000
GP-029904,2022-07-16,Plus,553.0,1500000
GP-029905,2022-03-01,Plus,437.0,3000000
GP-029906,2023-08-31,Plus,,5000000
GP-029907,2021-04-16,Basic,342.0,0
GP-029908,2022-09-14,Plus,464.0,500000
GP-029909,2022-09-27,Plus,678.0,500000
GP-029910,2021-11-17,Basic,475.0,0
GP-029911,2022-06-28,Basic,460.0,0
GP-029912,2021-08-17,Basic,413.0,0
GP-029913,2021-10-07,Plus,,500000
GP-029914,2021-05-13,Basic,496.0,0
GP-029915,2021-05-12,Basic,482.0,0
GP-029916,2021-01-28,Plus,471.0,3000000
GP-029917,2022-07-27,Plus,840.0,500000
GP-029918,2022-07-17,Plus,431.0,3000000
GP-029919,2021-12-03,Basic,376.0,0
GP-029920,2021-09-19,Plus,651.0,1500000
GP-029921,2023-04-13,Plus,666.0,500000
GP-029922,2023-07-30,Basic,437.0,0
GP-029923,2022-06-24,Basic,330.0,0
GP-029924,2022-06-27,Basic,467.0,0
GP-029925,2023-09-27,Plus,474.0,3000000
GP-029926,2022-08-30,Basic,336.0,0
GP-029927,2021-01-21,Basic,394.0,0
GP-029928,2021-10-27,Plus,493.0,1500000
GP-029929,2021-10-26,Basic,409.0,0
GP-029930,2021-07-21,Plus,425.0,1500000
GP-029931,2021-06-26,Plus,700.0,5000000
GP-029932,2022-02-19,Basic,464.0,0
GP-029933,2022-02-15,Basic,390.0,0
GP-029934,2021-07-02,Plus,,500000
GP-029935,2021-04-26,Basic,,0
GP-029936,2022-11-19,Basic,446.0,0
GP-029937,2021-03-05,Plus,639.0,1500000
GP-029938,2022-08-27,Plus,715.0,500000
GP-029939,2023-02-18,Basic,444.0,0
GP-029940,2023-06-20,Basic,,0
GP-029941,2021-06-28,Plus,,3000000
GP-029942,2021-12-03,Plus,522.0,1500000
GP-029943,2021-12-30,Basic,484.0,0
GP-029944,2022-04-16,Plus,,5000000
GP-029945,2021-04-18,Plus,773.0,3000000
GP-029946,2023-09-20,Basic,340.0,0
GP-029947,2023-03-20,Plus,,1500000
GP-029948,2021-04-20,Plus,839.0,500000
GP-029949,2023-04-22,Plus,643.0,500000
GP-029950,2023-09-10,Plus,,1500000
GP-029951,2023-01-30,Plus,421.0,5000000
GP-029952,2023-06-15,Basic,497.0,0
GP-029953,2022-01-03,Basic,311.0,0
GP-029954,2021-03-29,Basic,407.0,0
GP-029955,2022-12-24,Plus,845.0,500000
GP-029956,2021-01-11,Basic,383.0,0
GP-029957,2021-01-03,Basic,464.0,0
GP-029958,2021-05-22,Basic,401.0,0
GP-029959,2021-06-19,Plus,608.0,500000
GP-029960,2023-07-19,Plus,436.0,3000000
GP-029961,2021-02-22,Plus,844.0,1500000
GP-029962,2023-06-11,Plus,,500000
GP-029963,2021-01-09,Basic,301.0,0
GP-029964,2023-03-27,Plus,769.0,500000
GP-029965,2023-02-16,Basic,441.0,0
GP-029966,2021-02-09,Plus,761.0,1500000
GP-029967,2021-01-07,Plus,761.0,3000000
GP-029968,2021-03-29,Plus,717.0,500000
GP-029969,2021-10-31,Plus,427.0,3000000
GP-029970,2023-01-03,Plus,461.0,3000000
GP-029971,2021-02-04,Plus,429.0,500000
GP-029972,2023-08-18,Basic,385.0,0
GP-029973,2021-12-26,Basic,425.0,0
GP-029974,2021-07-17,Plus,754.0,3000000
GP-029975,2023-05-26,Plus,694.0,500000
GP-029976,2023-04-10,Plus,560.0,500000
GP-029977,2021-10-20,Plus,429.0,1500000
GP-029978,2021-03-23,Plus,433.0,1500000
GP-029979,2022-11-18,Plus,739.0,3000000
GP-029980,2022-08-12,Plus,412.0,1500000
GP-029981,2022-07-11,Basic,350.0,0
GP-029982,2023-06-30,Plus,829.0,500000
GP-029983,2022-05-25,Basic,343.0,0
GP-029984,2023-05-02,Plus,536.0,500000
GP-029985,2022-06-09,Basic,468.0,0
GP-029986,2021-05-03,Basic,483.0,0
GP-029987,2023-03-12,Plus,466.0,1500000
GP-029988,2023-07-09,Basic,,0
GP-029989,2022-05-31,Basic,320.0,0
GP-029990,2022-03-18,Plus,401.0,1500000
GP-029991,2021-01-20,Basic,311.0,0
GP-029992,2021-01-28,Basic,392.0,0
GP-029993,2021-01-21,Plus,421.0,1500000
GP-029994,2022-03-08,Plus,,500000
GP-029995,2023-07-07,Basic,388.0,0
GP-029996,2023-09-08,Plus,440.0,1500000
GP-029997,2021-01-10,Plus,551.0,1500000
GP-029998,2023-02-03,Plus,,1500000
GP-029999,2022-12-14,Plus,,1500000
GP-030000,2021-12-07,Plus,731.0,500000
GP-030001,2022-01-15,Basic,324.0,0
GP-030002,2021-03-15,Plus,589.0,1500000
GP-030003,2022-04-19,Plus,654.0,500000
GP-030004,2023-03-16,Plus,529.0,500000
GP-030005,2022-04-18,Plus,,1500000
GP-030006,2021-06-24,Basic,328.0,0
GP-030007,2021-01-20,Basic,,0
GP-030008,2022-11-11,Plus,454.0,3000000
GP-030009,2022-11-02,Plus,,500000
GP-030010,2022-01-05,Plus,726.0,500000
GP-030011,2021-04-08,Plus,755.0,500000
GP-030012,2022-02-28,Basic,400.0,0
GP-030013,2021-06-03,Basic,400.0,0
GP-030014,2022-09-30,Plus,,1500000
GP-030015,2023-08-19,Basic,365.0,0
GP-030016,2021-07-10,Basic,384.0,0
GP-030017,2023-05-31,Plus,656.0,500000
GP-030018,2021-07-07,Basic,308.0,0
GP-030019,2021-11-09,Basic,476.0,0
GP-030020,2022-05-30,Basic,418.0,0
GP-030021,2021-02-06,Plus,442.0,500000
GP-030022,2022-03-24,Plus,730.0,3000000
GP-030023,2022-04-10,Plus,493.0,3000000
GP-030024,2021-06-18,Plus,,500000
GP-030025,2023-08-04,Basic,320.0,0
GP-030026,2022-12-16,Plus,593.0,1500000
GP-030027,2023-08-10,Plus,532.0,500000
GP-030028,2021-01-16,Plus,444.0,500000
GP-030029,2022-05-24,Plus,566.0,3000000
GP-030030,2022-02-17,Plus,451.0,1500000
GP-030031,2021-02-22,Plus,458.0,5000000
GP-030032,2021-10-22,Basic,397.0,0
GP-030033,2022-05-20,Basic,476.0,0
GP-030034,2021-08-25,Plus,808.0,1500000
GP-030035,2022-12-18,Plus,,5000000
GP-030036,2023-08-25,Plus,615.0,5000000
GP-030037,2023-04-18,Basic,399.0,0
GP-030038,2022-10-23,Plus,838.0,500000
GP-030039,2021-04-05,Plus,,3000000
GP-030040,2023-06-21,Plus,477.0,500000
GP-030041,2021-01-18,Basic,454.0,0
GP-030042,2021-01-07,Plus,,3000000
GP-030043,2021-05-18,Plus,842.0,5000000
GP-030044,2023-09-07,Plus,756.0,3000000
GP-030045,2022-04-17,Plus,794.0,3000000
GP-030046,2023-06-09,Basic,353.0,0
GP-030047,2021-08-11,Plus,717.0,3000000
GP-030048,2022-06-17,Basic,325.0,0
GP-030049,2021-11-04,Plus,745.0,3000000
GP-030050,2021-07-12,Plus,,500000
GP-030051,2023-04-08,Plus,414.0,1500000
GP-030052,2023-07-26,Plus,558.0,1500000
GP-030053,2021-02-23,Basic,354.0,0
GP-030054,2022-11-03,Basic,346.0,0
GP-030055,2022-11-05,Basic,454.0,0
GP-030056,2022-06-25,Plus,411.0,500000
GP-030057,2021-04-21,Basic,327.0,0
GP-030058,2021-09-04,Plus,423.0,500000
GP-030059,2022-11-01,Plus,655.0,500000
GP-030060,2023-03-15,Plus,825.0,1500000
GP-030061,2022-07-29,Plus,504.0,1500000
GP-030062,2021-11-13,Basic,478.0,0
GP-030063,2022-10-06,Plus,724.0,500000
GP-030064,2021-05-06,Basic,426.0,0
GP-030065,2021-07-17,Plus,516.0,5000000
GP-030066,2021-10-26,Plus,684.0,3000000
GP-030067,2021-07-15,Basic,332.0,0
GP-030068,2023-02-16,Basic,375.0,0
GP-030069,2023-06-21,Plus,718.0,3000000
GP-030070,2022-05-04,Plus,,500000
GP-030071,2021-02-05,Plus,713.0,500000
GP-030072,2022-06-05,Plus,,500000
GP-030073,2021-08-30,Basic,499.0,0
GP-030074,2021-02-02,Plus,416.0,1500000
GP-030075,2021-08-06,Plus,812.0,500000
GP-030076,2021-03-13,Basic,470.0,0
GP-030077,2021-03-26,Basic,413.0,0
GP-030078,2021-05-08,Basic,422.0,0
GP-030079,2022-07-19,Basic,321.0,0
GP-030080,2022-05-12,Plus,776.0,1500000
GP-030081,2023-05-23,Plus,760.0,1500000
GP-030082,2022-06-15,Basic,310.0,0
GP-030083,2021-11-28,Plus,811.0,500000
GP-030084,2022-05-19,Basic,442.0,0
GP-030085,2022-05-24,Plus,649.0,500000
GP-030086,2021-07-13,Basic,376.0,0
GP-030087,2023-08-26,Basic,441.0,0
GP-030088,2023-07-02,Plus,446.0,500000
GP-030089,2022-11-16,Plus,515.0,5000000
GP-030090,2022-06-22,Plus,773.0,500000
GP-030091,2021-07-12,Plus,813.0,500000
GP-030092,2021-11-30,Plus,603.0,1500000
GP-030093,2021-10-10,Plus,532.0,1500000
GP-030094,2023-03-19,Plus,755.0,500000
GP-030095,2022-04-07,Basic,341.0,0
GP-030096,2021-03-16,Basic,416.0,0
GP-030097,2022-09-24,Plus,745.0,500000
GP-030098,2022-09-27,Basic,,0
GP-030099,2022-05-31,Basic,338.0,0
GP-030100,2021-11-08,Basic,459.0,0
GP-030101,2022-11-30,Plus,464.0,1500000
GP-030102,2022-09-06,Plus,467.0,1500000
GP-030103,2022-01-07,Plus,,1500000
GP-030104,2021-01-24,Plus,,500000
GP-030105,2022-03-07,Basic,307.0,0
GP-030106,2023-03-09,Basic,321.0,0
GP-030107,2021-05-18,Plus,784.0,500000
GP-030108,2022-08-23,Plus,405.0,1500000
GP-030109,2023-09-12,Basic,375.0,0
GP-030110,2022-12-30,Basic,483.0,0
GP-030111,2023-08-01,Plus,511.0,3000000
GP-030112,2023-05-28,Plus,,500000
GP-030113,2021-09-15,Plus,508.0,3000000
GP-030114,2022-08-14,Plus,490.0,1500000
GP-030115,2022-08-21,Basic,329.0,0
GP-030116,2023-07-01,Plus,535.0,1500000
GP-030117,2021-08-31,Basic,395.0,0
GP-030118,2022-03-30,Basic,469.0,0
GP-030119,2021-03-29,Plus,637.0,3000000
GP-030120,2022-06-08,Plus,828.0,500000
GP-030121,2022-03-19,Plus,603.0,500000
GP-030122,2023-06-27,Plus,796.0,500000
GP-030123,2023-01-08,Plus,424.0,3000000
GP-030124,2021-03-01,Plus,754.0,3000000
GP-030125,2022-03-18,Basic,454.0,0
GP-030126,2021-10-27,Basic,335.0,0
GP-030127,2021-10-06,Plus,,1500000
GP-030128,2022-11-08,Basic,466.0,0
GP-030129,2023-04-11,Basic,382.0,0
GP-030130,2022-09-04,Plus,785.0,1500000
GP-030131,2022-01-18,Basic,355.0,0
GP-030132,2023-02-23,Plus,847.0,1500000
GP-030133,2021-06-18,Plus,,1500000
GP-030134,2021-08-05,Basic,382.0,0
GP-030135,2022-05-21,Plus,609.0,3000000
GP-030136,2023-01-15,Plus,806.0,500000
GP-030137,2021-08-30,Plus,538.0,500000
GP-030138,2022-01-02,Plus,839.0,500000
GP-030139,2023-04-02,Plus,542.0,3000000
GP-030140,2021-08-10,Basic,327.0,0
GP-030141,2021-12-16,Basic,,0
GP-030142,2022-12-19,Plus,,500000
GP-030143,2023-07-05,Plus,,5000000
GP-030144,2021-06-20,Plus,,500000
GP-030145,2023-02-10,Basic,485.0,0
GP-030146,2022-07-28,Plus,746.0,3000000
GP-030147,2022-08-04,Plus,424.0,500000
GP-030148,2023-03-31,Plus,820.0,500000
GP-030149,2022-12-29,Basic,448.0,0
GP-030150,2022-07-22,Plus,749.0,500000
GP-030151,2021-11-09,Plus,,1500000
GP-030152,2022-02-12,Plus,599.0,3000000
GP-030153,2021-04-25,Basic,398.0,0
GP-030154,2021-04-15,Plus,696.0,3000000
GP-030155,2022-11-19,Plus,,500000
GP-030156,2023-05-19,Plus,678.0,500000
GP-030157,2021-11-23,Plus,,500000
GP-030158,2023-07-23,Plus,621.0,500000
GP-030159,2021-04-27,Plus,541.0,500000
GP-030160,2021-01-01,Plus,702.0,1500000
GP-030161,2021-01-14,Plus,506.0,500000
GP-030162,2021-02-04,Basic,431.0,0
GP-030163,2023-03-16,Plus,561.0,5000000
GP-030164,2022-09-01,Plus,791.0,500000
GP-030165,2023-06-28,Plus,834.0,3000000
GP-030166,2022-05-31,Plus,848.0,1500000
GP-030167,2021-01-08,Plus,805.0,1500000
GP-030168,2021-09-20,Basic,446.0,0
GP-030169,2023-04-27,Basic,457.0,0
GP-030170,2021-02-26,Basic,457.0,0
GP-030171,2021-10-08,Plus,457.0,500000
GP-030172,2023-01-10,Basic,455.0,0
GP-030173,2023-06-02,Plus,,1500000
GP-030174,2022-02-20,Plus,482.0,3000000
GP-030175,2022-07-09,Plus,,5000000
GP-030176,2022-01-31,Plus,,1500000
GP-030177,2022-05-24,Plus,618.0,500000
GP-030178,2022-10-22,Plus,,5000000
GP-030179,2022-02-06,Plus,,500000
GP-030180,2023-09-12,Basic,392.0,0
GP-030181,2022-10-30,Basic,331.0,0
GP-030182,2023-05-30,Basic,353.0,0
